"PlayID","Date","CustomerID","Experience","Huntingcabins","Trainingschools","Huntinggrounds","Social","Monsters","Distance","Duration"
994,2022-09-10,2851,2777,17,5,0,0,14,2.26598088690743,29.0006620676467
995,2022-09-10,2854,4486,18,5,0,1,46,0.858155756370491,21.3907983877427
996,2022-09-10,2858,3806,15,8,0,0,16,6.56211990198782,46.0110273652841
997,2022-09-10,2860,4606,17,11,0,0,25,3.06462372121671,26.6605532848894
998,2022-09-10,2866,4713,13,8,1,0,19,5.13390938789516,42.8506123819985
999,2022-09-10,2871,3001,10,4,0,5,12,1.00605382402551,172.32583985331
1000,2022-09-11,2874,2796,17,6,0,0,12,1.45790731181607,27.3439640618828
1001,2022-09-11,2876,3584,20,6,0,0,25,1.34127689450845,26.7727550364164
1002,2022-09-11,2879,5648,10,13,1,4,12,1.48098331469366,198.157959125212
1003,2022-09-11,2880,8771,11,7,4,9,18,1.20675159766704,135.524269116365
1004,2022-09-11,2881,3548,19,4,0,0,21,7.48280582079926,73.566318232977
1005,2022-09-11,2882,3790,13,4,1,1,13,4.90322947590726,39.7528766896302
1006,2022-09-11,2885,2856,15,4,0,2,14,2.05926545242236,33.7082558032726
1007,2022-09-11,2886,3629,17,7,0,0,25,1.28701262302992,32.842874520505
1008,2022-09-11,2889,5400,12,10,1,5,9,3.49920932300511,58.5748349060861
1009,2022-09-11,2893,2677,15,4,0,2,9,2.76758192998478,27.2370317464729
1010,2022-09-11,2895,4517,12,5,2,0,14,2.16744197885793,157.908201983885
1011,2022-09-11,2901,3293,19,6,0,0,17,2.92736148444548,84.1326020754531
1012,2022-09-11,2904,3782,18,7,0,1,18,3.81758703700909,51.5362875134308
1013,2022-09-11,2907,4070,17,8,0,0,29,1.70150000840578,21.0267720792811
1014,2022-09-11,2911,4376,16,8,0,1,33,1.26181120907045,53.2532896108693
1015,2022-09-11,2912,3361,13,5,0,4,12,3.10893328209174,56.1043340689992
1016,2022-09-11,2914,6197,14,4,4,0,11,1.46582220050202,127.105518631259
1017,2022-09-11,2916,3264,16,5,0,1,8,8.6398493661951,57.6481618618807
1018,2022-09-11,2920,5983,15,18,0,0,16,8.33323655256127,56.0841980143797
1019,2022-09-11,2922,3793,17,6,0,1,29,0.925880366326702,29.6410455199565
1020,2022-09-11,2923,5359,15,8,1,7,10,1.08620132908419,93.7879848180179
1021,2022-09-11,2928,3449,20,8,0,1,9,1.99212121366823,73.4400460575575
1022,2022-09-11,2929,4577,19,11,0,1,16,4.26949987817616,86.3404484872399
1023,2022-09-11,2937,5204,20,10,1,0,19,2.54244599514641,27.294352491438
1024,2022-09-11,2939,2629,18,3,0,0,19,1.79125154379572,27.2947357681209
1025,2022-09-11,2940,4711,17,12,0,0,18,5.60847610702251,74.0256752572936
1026,2022-09-11,2941,3510,16,4,0,0,36,1.09569232063204,23.9816058837179
1027,2022-09-11,2946,4186,19,12,0,0,6,5.35562398703568,53.6253704574967
1028,2022-09-11,2947,4994,18,6,0,0,21,18.4402304343548,67.9196932559945
1029,2022-09-11,2950,4651,11,8,1,5,8,1.00622452409437,144.662699943667
1030,2022-09-11,2953,2874,11,4,1,1,5,0.741758552078566,78.7602046263731
1031,2022-09-11,2955,6894,12,7,3,5,10,3.94077581034252,66.3975996490087
1032,2022-09-11,2959,4604,14,5,0,0,56,1.04025669446196,21.8265962644791
1033,2022-09-11,2961,5538,10,11,2,1,9,1.88487438978776,162.558275969531
1034,2022-09-11,2966,4286,19,10,0,0,23,1.85747607548019,22.5396175715968
1035,2022-09-11,2969,3340,20,4,0,0,27,1.90485720724933,29.8787121545082
1036,2022-09-11,2973,3335,10,4,1,2,9,1.84991650439071,104.644480467695
1037,2022-09-11,2976,2850,11,5,0,2,15,1.49505282813338,95.2068063172746
1038,2022-09-11,2982,4248,14,8,0,1,29,2.98359306696751,26.6254745520584
1039,2022-09-11,2986,3629,18,3,1,0,9,6.78752783966086,78.691110306859
1040,2022-09-11,2987,3023,15,7,0,1,5,4.22509660961332,53.9487176029015
1041,2022-09-11,2988,3859,14,9,0,1,21,1.08802085619236,40.0644310629407
1042,2022-09-11,2989,4325,21,9,0,0,24,2.75204090628008,38.631371788805
1043,2022-09-11,2992,2286,10,4,0,2,10,0.861673783022305,63.468066977031
1044,2022-09-11,2995,4788,13,11,0,1,17,8.88362017615646,35.9465650748271
1045,2022-09-11,2997,3972,17,4,0,1,39,1.71576460950236,44.5204731164485
1046,2022-09-11,3000,3718,16,6,0,1,27,1.67942622498119,36.2856397406122
1047,2022-09-11,3005,3939,13,5,1,0,23,1.39174838337713,28.0570840688718
1048,2022-09-11,3006,5379,19,14,0,0,16,8.29498029876963,86.2736218774529
1049,2022-09-11,3008,3067,18,3,0,0,28,1.67158219208791,13.7058917127071
1050,2022-09-11,3010,4146,11,5,1,6,6,0.961547726407658,109.993511201062
1051,2022-09-11,3018,3328,12,6,0,2,20,1.28115446391262,84.738069603052
1052,2022-09-11,3021,3684,17,4,0,3,26,1.34461185186215,25.0878589039806
1053,2022-09-11,3024,3854,14,4,0,0,21,13.0406600668976,53.6777142671653
1054,2022-09-11,3025,2470,12,6,0,0,9,2.20115894399515,93.134601374734
1055,2022-09-11,3027,4039,13,7,0,5,15,2.38651950542025,155.031909386197
1056,2022-09-11,3028,7786,11,7,5,1,9,1.8591168592846,120.966676017713
1057,2022-09-11,3029,5644,18,17,0,0,13,6.94141008516044,56.354075263176
1058,2022-09-11,3038,5420,21,16,0,0,13,5.20354581352527,53.2308487091474
1059,2022-09-11,3040,4232,13,5,1,1,15,6.31891986595516,66.6192499213951
1060,2022-09-11,3041,10750,11,11,7,2,11,0.503279788979021,80.2248083421201
1061,2022-09-11,3043,3758,18,3,1,0,17,4.08028129850958,50.0955056076739
1062,2022-09-11,3044,2559,14,6,0,1,8,0.587449215318372,116.508212542668
1063,2022-09-11,3046,4532,19,13,0,0,18,0.815269487292581,24.3578994018275
1064,2022-09-11,3050,3612,14,4,0,0,20,11.1152886013675,34.6880591659052
1065,2022-09-11,3051,8322,14,7,5,3,11,0.720870159973367,136.326637704861
1066,2022-09-11,3057,6097,12,7,3,1,16,0.969591458875934,115.317785119939
1067,2022-09-11,3058,4368,14,7,0,0,16,14.6754880609172,88.8365548033341
1068,2022-09-11,3059,1405,8,1,0,0,14,1.05365445250705,153.176607702915
1069,2022-09-11,3064,3734,16,6,0,0,34,0.338911752276476,11.8209262910235
1070,2022-09-11,3065,4589,13,6,2,1,8,1.39394035630975,76.5720706448274
1071,2022-09-11,3070,4103,14,6,0,0,42,1.02607598771897,17.0695153058268
1072,2022-09-11,3073,5539,14,5,2,5,14,1.39282070911962,81.7856613219327
1073,2022-09-11,3079,3211,18,5,0,0,18,4.11243904108353,88.8480968851011
1074,2022-09-11,3080,4035,14,9,0,0,28,1.35120636292642,24.6300728240099
1075,2022-09-11,3081,4053,11,7,0,7,12,1.0332711129402,121.855496977577
1076,2022-09-11,3087,3030,10,4,0,5,12,1.29845241399955,102.601470179291
1077,2022-09-11,3094,5900,15,16,0,1,19,8.00161283938713,42.0509583661537
1078,2022-09-11,3103,3514,17,5,0,1,12,8.63510633560587,55.6332492568913
1079,2022-09-11,3107,2059,13,4,0,1,5,1.5913894622713,164.811131357114
1080,2022-09-11,3109,3010,11,2,1,0,20,0.60219108744606,118.242834654099
1081,2022-09-11,3111,2716,14,3,0,3,12,2.16090877296852,28.3864738627049
1082,2022-09-11,3114,4272,16,5,1,2,15,3.2193370216349,33.2498365933436
1083,2022-09-11,3117,4388,10,8,0,8,10,1.88325143796725,73.0302965380355
1084,2022-09-11,3121,2097,13,3,0,0,10,3.46572689661629,21.0741941722843
1085,2022-09-11,3123,3720,19,5,0,0,19,8.19828015307825,36.7127865102868
1086,2022-09-11,3126,2803,13,6,0,1,11,2.02575920190215,102.634716992279
1087,2022-09-11,3127,4017,23,5,0,0,32,2.67261634729813,19.9578800821542
1088,2022-09-11,3128,5444,19,11,0,0,39,3.44086046705423,22.0929272305943
1089,2022-09-11,3133,6024,15,6,3,0,13,4.23607828405726,51.8227028309287
1090,2022-09-11,3135,4196,19,10,0,1,11,4.96095871861796,27.9686922418567
1091,2022-09-11,3137,4380,15,10,0,2,19,2.80416667855997,33.5052854943027
1092,2022-09-11,3138,3404,17,6,0,0,25,1.04187358182315,27.2073856273105
1093,2022-09-11,3139,3119,12,4,0,2,17,4.69127650308806,41.30727335869
1094,2022-09-11,3147,5873,22,10,0,0,43,6.23438754830398,74.218005330747
1095,2022-09-11,3151,4268,14,3,1,0,23,8.18407831226204,48.0921628102898
1096,2022-09-11,3153,3783,19,8,0,0,21,1.82931318422083,23.0500414245965
1097,2022-09-12,3155,5550,16,12,1,0,20,3.49576877887268,119.04388799481
1098,2022-09-12,3157,4726,16,9,1,2,10,2.25571713725682,39.8304346848233
1099,2022-09-12,3158,4164,18,5,1,1,11,5.13533510635195,35.8887254597037
1100,2022-09-12,3159,4629,18,8,0,0,41,0.79318946687666,18.7335175645763
1101,2022-09-12,3160,2451,14,3,0,0,12,5.50751616137021,25.1414416922077
1102,2022-09-12,3161,5429,20,15,0,0,25,1.78614249160845,32.4094272447205
1103,2022-09-12,3174,6784,18,6,3,1,18,5.84198437806526,38.6333554043178
1104,2022-09-12,3175,3803,15,7,0,0,30,1.53483305247467,34.7124037123834
1105,2022-09-12,3177,2878,20,6,0,0,11,1.27573616268983,24.3099483556547
1106,2022-09-12,3180,4725,14,5,1,5,12,4.24954347853805,25.9512657012383
1107,2022-09-12,3181,3938,17,9,0,0,22,1.88495148004397,32.7562828584373
1108,2022-09-12,3182,5605,15,12,0,2,17,12.0483338359429,74.6174533750548
1109,2022-09-12,3188,6544,18,10,1,1,10,19.4355671514126,66.6934097349929
1110,2022-09-12,3194,5209,21,11,0,0,33,3.0929517714899,22.0803027095372
1111,2022-09-12,3198,5364,13,5,2,6,8,1.14494842828498,99.2779560189328
1112,2022-09-12,3202,3236,16,5,0,0,17,5.86422915061096,38.060154673255
1113,2022-09-12,3203,5046,14,12,1,2,9,0.959096368813635,156.425264887799
1114,2022-09-12,3221,3739,20,6,0,0,19,5.88984850452729,81.7120887092652
1115,2022-09-12,3225,5367,12,6,2,5,9,1.17384240994304,170.606442815245
1116,2022-09-12,3226,5664,11,9,2,3,9,2.6378810637141,104.84231283847
1117,2022-09-12,3228,5637,15,16,0,2,16,4.86571279872342,80.8780331591494
1118,2022-09-12,3230,5037,21,12,0,0,30,0.873048826648031,21.4151972391644
1119,2022-09-12,3234,5602,11,11,2,0,14,1.52367641165001,94.1521721797436
1120,2022-09-12,3236,3360,19,5,0,0,13,7.60061585454446,86.5863136372808
1121,2022-09-12,3244,4635,23,6,0,0,43,1.34557170300744,16.9121548963496
1122,2022-09-12,3249,4677,23,9,0,0,32,1.26549022635936,14.3994062885496
1123,2022-09-12,3250,3396,11,4,1,3,7,0.96421370307229,132.098683091423
1124,2022-09-12,3252,6656,22,11,0,0,32,17.5630346750661,89.8717628703427
1125,2022-09-12,3253,4930,19,10,0,0,25,7.30389820774337,107.352664568558
1126,2022-09-12,3257,3295,16,6,0,2,13,2.45108998695863,48.2820409373979
1127,2022-09-12,3259,6936,11,8,4,1,8,1.86315475769909,119.119412578361
1128,2022-09-12,3262,6171,12,5,2,9,11,2.209119903124,82.715061410099
1129,2022-09-12,3265,5002,15,14,0,0,18,5.52481540094756,71.9724243112828
1130,2022-09-12,3269,6397,11,11,3,1,7,0.966032221052271,102.081454374181
1131,2022-09-12,3272,3635,13,6,0,1,15,8.35181176848793,46.4340311301552
1132,2022-09-12,3273,6775,15,15,0,0,56,2.25275674433462,27.2258818546019
1133,2022-09-12,3275,4092,22,5,0,1,34,0.917844459924795,20.6879263371931
1134,2022-09-12,3277,2496,13,3,0,0,15,4.9598695627865,38.1474078863247
1135,2022-09-12,3283,3672,16,6,0,0,9,12.2152343748003,94.5597599869494
1136,2022-09-12,3289,4430,13,3,2,0,17,3.29522125864733,37.0990762118248
1137,2022-09-12,3290,3528,16,4,0,0,35,1.78465255528106,32.4226791154398
1138,2022-09-12,3291,4182,12,8,1,0,14,2.81949971176327,79.3984724668019
1139,2022-09-12,3295,5048,13,11,1,0,16,3.9753769589025,30.6675349644275
1140,2022-09-12,3298,3300,11,4,1,1,12,1.49811258752866,98.5342820052797
1141,2022-09-12,3300,3375,23,4,0,1,23,0.745150486659295,14.3258771740713
1142,2022-09-12,3303,2995,15,6,0,1,12,2.44633411003159,145.04984716527
1143,2022-09-12,3304,4914,14,7,0,2,11,18.6433020912551,54.9585977028589
1144,2022-09-12,3306,6804,10,10,2,9,8,1.04023726363402,144.111325094038
1145,2022-09-12,3326,3463,22,7,0,1,12,1.63025572738721,27.2443866596775
1146,2022-09-12,3327,3705,19,4,0,1,33,1.04722907859294,15.152535807096
1147,2022-09-12,3330,3725,14,4,1,1,18,1.25300871696948,73.8851571540222
1148,2022-09-12,3332,2675,11,5,0,1,17,0.749034763376625,89.1410337416403
1149,2022-09-12,3336,3619,14,8,0,0,25,0.688876302153002,24.6989879113309
1150,2022-09-12,3342,3763,11,5,1,1,18,1.12663611974046,113.023296847721
1151,2022-09-12,3344,4123,15,5,1,1,21,1.2318900332947,131.466972310604
1152,2022-09-12,3345,6125,14,7,3,1,5,5.7451846375812,26.6008529494787
1153,2022-09-12,3346,2947,18,5,0,1,11,2.97088370347584,23.5388034750127
1154,2022-09-12,3347,5481,12,4,2,4,20,2.80731214312209,111.019044943737
1155,2022-09-12,3349,3405,20,5,0,1,17,3.55284154655474,44.2905226543599
1156,2022-09-12,3366,4829,12,6,2,0,16,2.292144713455,77.9342160054563
1157,2022-09-12,3370,5513,14,9,2,0,13,3.63259967314554,108.474289579046
1158,2022-09-12,3372,4636,14,12,0,0,6,12.3559106229245,55.5208937822082
1159,2022-09-12,3375,4893,19,8,0,0,45,0.934693203301971,38.199134533291
1160,2022-09-12,3377,3358,17,6,0,0,23,1.5781677670793,28.9290540032341
1161,2022-09-12,3379,3813,20,7,0,1,12,6.1285781188548,62.1504749296332
1162,2022-09-12,3384,3042,11,8,0,2,9,0.42497684611394,44.9175168184304
1163,2022-09-12,3386,3401,16,3,0,1,13,11.5103108101838,82.6020558000577
1164,2022-09-12,3391,4621,16,16,0,0,11,0.711501814014461,20.8910351324984
1165,2022-09-12,3393,3294,17,4,0,3,10,5.44450331254061,36.8234961029356
1166,2022-09-12,3404,3109,20,3,0,0,28,1.09488929981046,33.4296337576583
1167,2022-09-12,3405,5918,19,11,0,2,36,5.68280994764073,59.566022146903
1168,2022-09-12,3407,4075,18,4,1,1,14,4.75056600485471,37.3371511313201
1169,2022-09-12,3409,5936,19,13,0,0,18,14.8583239865363,50.5438159824315
1170,2022-09-12,3413,7421,14,5,5,1,7,1.70596534856434,79.263284130594
1171,2022-09-12,3414,6315,20,12,0,0,51,3.65003813881104,17.8550147004479
1172,2022-09-12,3421,3934,12,14,0,0,9,0.840355058943213,108.669315944149
1173,2022-09-12,3422,3845,15,3,1,2,17,2.44582110508422,113.156083794105
1174,2022-09-12,3426,4249,20,7,0,0,27,4.98635795700896,53.6206891800168
1175,2022-09-12,3432,3652,19,6,0,1,23,1.51982451239088,27.6797520434975
1176,2022-09-12,3446,5219,17,13,0,1,15,8.18516039447669,61.4195961258906
1177,2022-09-12,3450,5524,17,6,0,0,65,2.24436452470405,29.8144345834759
1178,2022-09-13,3451,6396,22,18,0,0,32,0.961281337232389,31.478945445086
1179,2022-09-13,3454,4113,13,8,1,1,12,0.631219324570405,68.8977255929298
1180,2022-09-13,3456,4437,18,7,0,0,39,1.86677785068573,44.5196704580649
1181,2022-09-13,3460,3547,12,5,1,1,13,0.966358477479896,106.641144093744
1182,2022-09-13,3462,7668,11,5,5,2,10,2.1828716816174,111.118573138302
1183,2022-09-13,3467,5166,21,11,0,0,36,1.15891357531927,14.3980850643971
1184,2022-09-13,3468,3741,8,10,0,1,20,1.41172768431902,106.572717220077
1185,2022-09-13,3471,4527,12,8,1,3,13,0.772708882296446,139.558086156863
1186,2022-09-13,3474,3645,17,7,0,0,22,2.95294089829899,32.6612730837407
1187,2022-09-13,3475,3960,17,8,0,0,26,2.09819079086146,34.8253037213726
1188,2022-09-13,3478,2766,12,3,1,0,8,1.65978311110324,122.881301904576
1189,2022-09-13,3481,4181,16,8,0,1,21,5.30938215797433,31.6339677875182
1190,2022-09-13,3482,4874,13,11,1,1,14,1.23863705577241,122.116462644671
1191,2022-09-13,3484,3035,11,6,0,4,5,2.3524047854763,64.5746427464649
1192,2022-09-13,3485,3103,14,3,1,0,8,4.03286287322523,99.7984372961856
1193,2022-09-13,3489,3167,18,4,0,0,26,1.67297950212933,31.4884931140868
1194,2022-09-13,3491,3434,12,6,1,0,9,1.83753777210838,75.4430819576996
1195,2022-09-13,3495,5696,20,15,0,1,18,5.95717155550326,53.9930339581445
1196,2022-09-13,3496,3997,16,5,1,0,13,5.46547778169729,46.9990853925191
1197,2022-09-13,3497,3183,16,6,0,1,18,0.830395845996821,38.0303103066306
1198,2022-09-13,3499,5667,13,16,1,1,7,2.67450293891303,78.4131323364845
1199,2022-09-13,3503,4524,19,12,0,0,12,5.73729174577774,73.6152309873542
1200,2022-09-13,3505,3492,17,4,0,1,14,9.41796161963383,36.0041855349482
1201,2022-09-13,3509,5064,15,9,1,1,21,2.63848454969544,27.9340736947113
1202,2022-09-13,3514,4407,10,7,1,2,16,3.06839833007752,121.944704127364
1203,2022-09-13,3515,3029,8,6,0,1,21,1.79223249643596,85.4876785312727
1204,2022-09-13,3521,3474,19,3,0,0,36,1.23660772217545,34.3581475923172
1205,2022-09-13,3523,2599,11,6,0,2,8,0.486363915116795,76.0545328315446
1206,2022-09-13,3526,4062,19,6,0,0,37,0.624355483350919,28.4190991084491
1207,2022-09-13,3535,5467,21,14,0,0,31,0.6656650977106,18.3548209764761
1208,2022-09-13,3538,4526,18,13,0,1,15,0.760906434535101,28.4409932249156
1209,2022-09-13,3539,4325,15,5,1,2,13,5.24733052532732,38.0142021152
1210,2022-09-13,3541,3620,22,6,0,0,13,6.69611427837208,56.1407495057813
1211,2022-09-13,3544,4090,21,10,0,0,9,5.9039091083269,70.8288031649904
1212,2022-09-13,3545,2909,15,4,0,0,26,0.589723952858364,26.5433481794742
1213,2022-09-13,3552,6291,20,12,1,0,28,4.91196511066178,92.3814105633291
1214,2022-09-13,3565,5423,20,11,0,1,38,1.23463443489842,26.734922779295
1215,2022-09-13,3571,4255,10,9,1,2,9,1.05396979123699,91.0889751311373
1216,2022-09-13,3574,5245,20,9,0,1,24,10.4525814471598,48.2436925326137
1217,2022-09-13,3575,2515,12,5,0,1,11,1.64920769106405,93.5717454592036
1218,2022-09-13,3577,4157,18,7,0,0,8,14.5729159642828,95.9504139437315
1219,2022-09-13,3578,4177,12,4,1,5,12,1.76882770941963,158.601400365862
1220,2022-09-13,3579,2912,19,2,0,1,18,4.6173478172445,49.4871754169165
1221,2022-09-13,3585,4021,16,8,0,0,20,6.20601000437302,88.1053516574142
1222,2022-09-13,3592,5962,16,15,0,1,13,13.1209247592247,43.4057624500719
1223,2022-09-13,3597,5669,13,14,1,2,14,1.18593182638073,125.667665881989
1224,2022-09-13,3598,3744,17,8,0,0,14,5.93883779190524,80.6754799172701
1225,2022-09-13,3600,2981,18,5,0,1,11,3.30967967926527,41.1047068114705
1226,2022-09-13,3601,4509,16,4,0,1,24,15.0922913401609,92.0648136621966
1227,2022-09-13,3607,4427,19,4,0,4,13,12.2705957036087,71.9284495992246
1228,2022-09-13,3610,3813,19,9,0,0,12,4.62986976184911,101.422921832298
1229,2022-09-13,3612,3916,16,6,0,1,20,7.16177133502855,81.8853717362173
1230,2022-09-13,3613,3584,13,10,0,0,15,1.84456929755714,119.081605774279
1231,2022-09-13,3615,4287,18,8,0,0,33,1.37156179967758,12.4913998046712
1232,2022-09-13,3618,3683,13,4,1,1,17,1.83111459359147,29.3207684590957
1233,2022-09-13,3621,4597,10,6,2,0,10,3.96763597946386,126.887934674277
1234,2022-09-13,3623,3403,11,6,1,0,11,1.02673885688048,100.84495185998
1235,2022-09-13,3625,2476,12,4,0,3,6,1.75530921534589,67.8010904459038
1236,2022-09-13,3627,6172,23,6,0,1,70,1.2182304232602,37.4936804851784
1237,2022-09-13,3629,7837,12,11,4,1,15,0.873693314662733,79.8001938225428
1238,2022-09-13,3630,4654,17,10,0,0,23,6.5397609083306,82.4140056463448
1239,2022-09-13,3634,6490,14,6,4,1,5,1.39595405451144,110.929010341914
1240,2022-09-13,3638,3569,19,6,0,0,22,3.19102237716003,40.3549115378529
1241,2022-09-13,3642,4698,18,11,0,2,14,4.97899040465125,39.5951885174433
1242,2022-09-13,3647,3849,20,7,0,1,16,4.48701790621102,80.4937033250219
1243,2022-09-13,3651,2573,10,7,0,0,11,1.23469608449396,138.442885067364
1244,2022-09-13,3659,3270,13,9,0,1,10,1.19885899569327,128.238847235744
1245,2022-09-13,3664,3967,16,9,0,0,26,0.670114126847122,17.2882574250867
1246,2022-09-13,3666,6551,11,6,4,1,10,1.00757262046237,109.885155836246
1247,2022-09-13,3667,3402,19,7,0,0,17,2.01571708599937,45.3914135134091
1248,2022-09-13,3668,3115,16,5,0,1,16,3.15360107341238,25.1213901159668
1249,2022-09-13,3670,5229,22,12,0,0,20,7.29267060160896,46.434007260019
1250,2022-09-13,3672,5621,11,10,2,1,16,0.713229226961437,101.081940075902
1251,2022-09-13,3682,2484,8,5,0,1,12,2.83728673849313,54.220796718559
1252,2022-09-13,3684,3371,15,5,0,0,25,3.71434887781398,14.7516020902927
1253,2022-09-13,3701,2813,14,3,0,0,20,5.12861050611878,103.925597615288
1254,2022-09-13,3707,3007,16,5,0,0,15,4.56522363471348,78.9736753271221
1255,2022-09-13,3711,4543,20,6,1,1,20,1.4253379255811,35.634426112239
1256,2022-09-13,3716,3112,18,7,0,0,11,2.61807282221801,36.6085390478048
1257,2022-09-13,3717,5555,18,14,0,0,19,9.04700443061885,74.4275190596586
1258,2022-09-13,3721,4769,18,6,1,0,10,11.6899886459435,34.4531107692365
1259,2022-09-13,3726,4997,11,11,1,2,15,0.972446716334478,159.92954247485
1260,2022-09-13,3728,2800,17,3,0,4,8,1.50433273267209,101.973830405947
1261,2022-09-13,3735,5174,17,6,1,0,40,1.2429803540261,28.0361028849434
1262,2022-09-13,3740,3220,15,3,0,2,26,1.70403977992911,35.6298637940202
1263,2022-09-13,3744,2216,9,3,0,2,13,1.16179705100158,69.2722685756027
1264,2022-09-13,3745,3449,15,9,0,1,11,1.48765725076073,175.439107194722
1265,2022-09-13,3747,3819,20,8,0,0,22,1.18834441850352,54.4982240603
1266,2022-09-13,3755,4812,12,9,1,0,20,4.12424848174,58.2736516944155
1267,2022-09-13,3761,5143,18,4,1,0,23,12.9314576936829,98.290126186566
1268,2022-09-13,3764,2612,10,4,0,2,16,1.11646262385258,130.339943742362
1269,2022-09-13,3765,4668,17,3,2,1,11,4.68209011702682,55.323657158701
1270,2022-09-13,3769,4938,17,9,0,0,14,15.8802391968862,47.0156473298382
1271,2022-09-13,3771,4331,17,9,0,0,31,1.31389459155552,22.7089773878236
1272,2022-09-14,3775,4621,17,10,1,0,14,0.705927057384305,26.3885192060527
1273,2022-09-14,3776,3948,12,7,1,1,13,0.983669789426109,131.097451201599
1274,2022-09-14,3778,3870,12,4,1,2,20,0.698342047791628,73.4744515979654
1275,2022-09-14,3782,5549,23,14,0,1,11,8.49336693166405,64.4595788378711
1276,2022-09-14,3785,4914,20,10,0,1,31,1.63582502333417,28.0481339342074
1277,2022-09-14,3786,5518,12,8,2,2,12,3.18378706694776,110.861985935356
1278,2022-09-14,3791,4542,17,8,0,0,40,0.92425228608884,36.030410177471
1279,2022-09-14,3797,2886,10,4,1,0,9,1.36224615774668,106.674907962501
1280,2022-09-14,3799,5137,12,7,2,2,13,0.87067612694891,101.179679585354
1281,2022-09-14,3802,4555,10,7,1,3,18,1.5450948472867,110.909953962391
1282,2022-09-14,3806,5770,13,5,3,1,14,2.1957679907944,28.4532767053899
1283,2022-09-14,3809,3587,20,5,0,0,9,11.3650956973584,83.6656131258187
1284,2022-09-14,3810,4968,21,11,0,1,27,1.67557542086395,20.4340234639179
1285,2022-09-14,3811,4033,14,6,0,6,17,0.831701046362514,106.617602903903
1286,2022-09-14,3815,3530,11,5,0,3,26,0.797613291192297,189.519122015862
1287,2022-09-14,3816,3542,14,6,0,0,28,2.41943034183537,25.1942674552587
1288,2022-09-14,3818,2876,12,4,1,0,8,0.756848832870313,82.356770105062
1289,2022-09-14,3819,3081,15,6,0,1,14,2.30754267240233,43.6411949351066
1290,2022-09-14,3824,5673,16,13,0,1,12,14.7346053403138,75.0436893224676
1291,2022-09-14,3830,9938,14,17,4,4,16,2.37882988188395,129.636279702529
1292,2022-09-14,3831,5256,17,11,0,1,19,10.5587824026208,70.8967543385866
1293,2022-09-14,3832,4483,15,11,0,0,17,6.82766588263252,47.8686713237314
1294,2022-09-14,3834,2009,15,3,0,0,9,2.08583140176882,33.066931256436
1295,2022-09-14,3846,5399,14,8,1,2,22,5.99106210791641,43.6974977812231
1296,2022-09-14,3853,3686,15,5,1,1,11,1.86037280743833,31.359400363604
1297,2022-09-14,3858,4932,11,7,2,1,13,1.31611976415896,116.128081085912
1298,2022-09-14,3859,4888,11,12,1,1,12,1.38461724337752,89.8326879713706
1299,2022-09-14,3862,5343,15,7,2,0,15,4.43486343969811,49.6466128158556
1300,2022-09-14,3865,4083,20,7,0,0,32,0.825057554470434,35.1867530430226
1301,2022-09-14,3866,5347,11,8,2,2,11,2.47338215268921,62.4998955932749
1302,2022-09-14,3878,2435,14,3,0,0,17,2.85074823164685,158.807966749683
1303,2022-09-14,3880,3481,19,5,0,2,10,6.30588206038266,64.7338078779132
1304,2022-09-14,3884,4867,15,10,1,1,10,4.17363580336527,20.0002787112675
1305,2022-09-14,3889,3146,12,7,0,1,17,0.962411033864795,135.578706089225
1306,2022-09-14,3893,5117,18,9,0,0,45,1.67270598044616,17.6696281026147
1307,2022-09-14,3895,4098,11,8,1,2,6,2.48101136086747,83.3733967905239
1308,2022-09-14,3896,3997,16,10,0,0,22,0.970620774548501,21.9614150062655
1309,2022-09-14,3897,3896,12,3,1,5,11,1.46469745473002,135.277348455045
1310,2022-09-14,3898,4156,14,6,1,2,14,1.5589986358216,22.7424502956513
1311,2022-09-14,3906,3126,12,9,0,0,12,1.2622074943074,90.4365078966505
1312,2022-09-14,3909,5623,18,13,0,3,12,9.22743276999727,81.0957482403331
1313,2022-09-14,3911,2687,10,6,0,1,14,0.872234670150892,188.353721939269
1314,2022-09-14,3913,4710,16,7,0,0,46,2.09554824188253,22.2286538100366
1315,2022-09-14,3914,4086,13,4,1,5,10,1.36152858868217,76.4582246371407
1316,2022-09-14,3917,6623,11,17,1,5,12,0.728424477943812,94.5337299174989
1317,2022-09-14,3925,3424,11,5,1,1,11,1.23606056841393,98.9414142340393
1318,2022-09-14,3927,3112,13,2,1,1,14,1.62320241904931,59.8356789687873
1319,2022-09-14,3929,5902,19,17,0,1,23,2.02226043541692,26.185882154185
1320,2022-09-14,3931,4479,19,4,0,3,24,9.29143452338457,61.1816078910326
1321,2022-09-14,3932,5299,17,9,0,1,46,1.48726230410733,24.2902388512767
1322,2022-09-14,3935,2474,14,6,0,0,6,2.73712730792023,138.650644948353
1323,2022-09-14,3938,4152,12,6,1,1,13,5.02044486098072,37.1375511881026
1324,2022-09-14,3939,4272,14,8,0,1,24,5.72075811866099,48.395791843127
1325,2022-09-14,3946,7886,12,12,3,7,7,1.35613023748536,74.9359827348286
1326,2022-09-14,3952,4907,17,13,0,0,22,3.56730073525278,61.9736210946428
1327,2022-09-14,3953,5031,20,5,1,0,22,9.30932691214638,67.1664713492944
