"CustomerID","CustomerType","Registrationdate","Gender","Age","fallbonus","Income"
733,2,2022-03-21,1,18,0,3
734,3,2022-01-08,0,35,0,3
735,2,2017-10-12,1,18,0,3
736,3,2018-10-09,0,27,0,3
737,1,2020-05-29,1,12,1,2
738,4,2018-06-20,0,11,0,2
739,3,2018-02-21,1,71,0,2
740,2,2018-05-02,0,52,0,3
741,1,2022-02-21,0,26,1,2
742,1,2021-10-01,1,15,0,1
743,2,2021-09-14,0,31,0,1
744,1,2018-02-04,0,26,0,1
745,1,2022-01-22,0,38,0,1
746,2,2017-12-04,0,29,1,1
747,1,2021-01-14,0,30,0,3
748,2,2022-02-24,0,22,0,1
749,4,2019-12-31,0,23,1,3
750,2,2019-06-23,1,32,0,3
751,2,2022-01-27,0,44,1,1
752,4,2022-03-21,0,18,0,3
753,1,2022-01-15,1,25,0,3
754,1,2021-06-14,0,70,1,2
755,4,2022-02-04,1,21,0,1
756,2,2022-03-31,0,27,1,1
757,1,2022-03-13,0,19,0,3
758,1,2021-05-03,0,14,0,3
759,2,2019-08-14,0,18,0,1
760,1,2022-03-08,1,21,0,1
761,3,2022-04-04,0,12,0,2
762,4,2020-07-16,0,8,0,3
763,4,2022-03-16,1,8,1,2
764,3,2022-02-23,0,26,0,2
765,4,2021-10-31,0,34,0,1
766,3,2020-04-01,0,28,0,1
767,1,2022-01-27,1,18,0,3
768,2,2017-10-12,0,33,0,1
769,4,2022-04-09,0,12,0,1
770,2,2021-09-05,0,50,0,2
771,4,2017-08-10,1,23,0,3
772,4,2021-10-26,0,18,0,2
773,1,2021-09-29,1,28,0,2
774,3,2022-04-21,1,7,0,2
775,3,2022-02-27,1,40,0,3
776,2,2016-08-29,0,15,0,3
777,1,2022-03-20,1,38,0,3
778,2,2021-11-16,1,29,1,2
779,1,2017-07-04,0,31,0,3
780,1,2017-02-17,0,8,0,3
781,4,2022-03-18,0,34,0,2
782,3,2022-02-10,1,56,0,1
783,1,2019-01-03,0,8,0,2
784,2,2017-12-07,1,20,0,3
785,4,2022-01-10,0,15,0,1
786,2,2020-10-03,0,38,1,1
787,2,2022-03-11,1,18,0,2
788,2,2019-10-24,0,17,0,3
789,4,2020-06-11,1,37,0,1
790,4,2019-09-21,0,12,0,1
791,2,2021-09-24,0,15,0,2
792,2,2022-01-10,0,28,0,1
793,2,2019-10-14,1,28,0,1
794,1,2020-12-03,0,32,0,2
795,3,2019-01-30,0,11,0,2
796,3,2017-06-09,1,20,0,2
797,1,2021-10-12,1,16,1,3
798,1,2020-07-06,0,11,0,3
799,1,2020-07-27,0,27,0,3
800,2,2022-03-21,1,23,0,3
801,4,2021-05-23,0,68,1,2
802,2,2019-04-21,1,46,1,3
803,1,2022-02-01,1,14,0,3
804,1,2020-09-19,0,29,0,1
805,4,2022-03-25,1,29,1,2
806,3,2022-04-15,1,32,0,2
807,4,2022-04-18,0,32,1,2
808,2,2022-02-24,1,36,0,3
809,2,2019-11-01,1,59,1,1
810,3,2021-07-14,0,47,0,1
811,2,2022-02-17,1,42,0,2
812,2,2016-07-15,1,9,1,1
813,1,2022-02-03,0,29,0,3
814,3,2022-03-03,1,31,0,1
815,4,2020-05-16,0,44,1,1
816,2,2022-01-07,1,40,0,2
817,2,2022-01-23,0,23,0,3
818,3,2022-04-10,0,25,0,3
819,1,2022-04-06,1,11,0,3
820,3,2022-03-16,0,35,1,2
821,3,2022-01-28,0,34,0,2
822,3,2022-04-16,1,15,1,3
823,4,2022-01-13,0,13,0,3
824,4,2022-03-01,0,20,1,3
825,3,2020-01-08,0,11,0,1
826,2,2022-01-23,1,46,0,1
827,2,2021-08-30,1,26,1,1
828,4,2022-01-22,1,42,0,2
829,4,2022-03-07,1,27,0,2
830,1,2017-02-23,1,36,0,3
831,3,2022-04-08,1,12,0,3
832,3,2022-01-27,1,26,0,2
833,1,2022-04-20,1,79,0,3
834,4,2017-09-30,0,33,0,1
835,4,2017-11-22,0,40,0,1
836,1,2020-08-07,1,44,0,3
837,3,2020-12-17,1,23,0,1
838,2,2021-05-23,0,34,0,1
839,1,2022-04-09,1,35,0,2
840,4,2017-08-18,1,7,0,2
841,3,2022-02-25,0,9,0,2
842,1,2022-03-03,0,26,0,1
843,2,2021-12-14,0,28,1,1
844,4,2020-08-30,1,45,0,1
845,3,2021-12-16,0,47,0,1
846,1,2021-11-20,0,32,0,1
847,2,2022-01-24,0,23,0,1
848,3,2022-01-19,0,44,0,1
849,2,2021-05-26,1,32,1,1
850,3,2021-11-28,1,38,0,1
851,1,2021-03-23,1,33,0,3
852,1,2022-04-27,0,35,1,3
853,4,2018-08-16,0,22,0,2
854,3,2018-02-02,0,25,0,2
855,2,2018-07-19,0,31,1,3
856,3,2019-04-06,0,20,0,1
857,2,2022-04-22,0,28,0,1
858,2,2022-04-11,0,14,0,3
859,4,2019-09-16,0,15,0,2
860,3,2022-04-10,0,9,0,2
861,3,2019-03-19,0,7,1,2
862,4,2016-12-30,0,20,0,2
863,3,2022-03-30,0,8,1,2
864,3,2022-04-07,1,21,0,3
865,2,2019-08-01,1,15,0,3
866,2,2021-05-04,0,28,0,3
867,2,2022-04-06,0,51,0,1
868,4,2022-01-12,0,31,0,1
869,3,2021-12-27,0,14,0,2
870,4,2022-01-31,0,9,0,3
871,4,2021-03-17,1,14,0,3
872,4,2022-04-24,1,30,0,2
873,4,2017-12-30,0,38,0,2
874,3,2017-06-10,0,16,0,1
875,1,2022-01-21,0,63,0,1
876,4,2022-04-16,1,26,0,1
877,1,2019-07-04,1,31,0,1
878,2,2022-01-17,0,17,0,1
879,2,2017-02-12,1,31,0,3
880,3,2022-04-07,0,30,0,2
881,2,2021-04-17,1,26,0,1
882,1,2021-03-27,0,28,1,3
883,3,2022-02-24,0,35,1,3
884,4,2022-01-03,0,37,0,1
885,2,2016-10-29,0,21,0,1
886,4,2021-08-20,0,17,1,1
887,4,2021-01-18,0,31,0,1
888,4,2021-07-08,0,12,1,3
889,1,2022-02-13,0,19,0,1
890,3,2020-08-15,1,41,0,1
891,2,2021-03-25,1,29,0,1
892,4,2021-04-12,1,13,1,2
893,3,2022-02-21,1,28,0,3
894,1,2021-08-01,0,42,0,3
895,2,2017-04-26,0,18,0,3
896,3,2021-10-21,0,25,0,2
897,3,2022-03-13,0,21,0,2
898,1,2022-03-03,1,20,0,3
899,2,2022-04-08,1,41,1,2
900,4,2022-04-15,1,34,0,2
901,4,2022-01-22,0,32,0,2
902,3,2022-01-31,1,30,1,3
903,2,2017-02-11,1,28,1,1
904,3,2021-09-13,1,38,0,2
905,4,2022-03-10,0,33,0,2
906,3,2022-01-16,1,44,1,2
907,4,2018-06-02,0,9,1,1
908,1,2019-07-29,0,9,0,2
909,1,2017-10-13,0,26,0,2
910,4,2017-10-21,0,21,0,1
911,3,2022-01-15,0,22,0,2
912,4,2021-04-03,0,34,1,2
913,1,2020-02-04,0,32,1,2
914,2,2016-10-07,1,29,0,3
915,3,2022-03-22,1,30,0,1
916,3,2017-08-23,0,34,1,1
917,2,2022-04-14,0,11,0,3
918,4,2019-03-05,0,8,0,3
919,2,2022-03-12,0,23,0,2
920,2,2019-05-16,1,30,0,3
921,3,2017-02-18,0,34,1,3
922,3,2022-04-03,0,50,0,3
923,4,2022-04-01,0,9,0,3
924,1,2022-01-01,0,11,0,2
925,4,2022-04-26,0,26,0,1
926,4,2022-04-14,1,20,0,2
927,2,2021-10-28,0,15,0,1
928,3,2019-08-21,0,26,0,1
929,3,2022-01-13,1,51,0,2
930,2,2019-06-30,0,44,0,3
931,3,2022-02-15,0,22,0,2
932,2,2021-02-04,1,31,0,1
933,1,2022-01-17,0,34,1,3
934,1,2022-01-16,0,41,0,3
935,1,2021-01-19,0,33,0,1
936,3,2022-04-28,0,9,0,3
937,4,2022-04-01,0,37,0,1
938,1,2016-10-31,1,19,0,2
939,2,2022-04-11,0,12,0,3
940,2,2021-10-03,0,31,0,2
941,4,2022-01-23,1,32,1,1
942,4,2022-02-01,0,26,0,2
943,3,2022-02-08,0,9,0,2
944,3,2022-04-22,0,12,0,2
945,2,2021-08-08,0,32,0,1
946,2,2022-01-31,0,36,1,3
947,4,2021-12-09,1,28,0,3
948,1,2022-04-26,1,21,0,3
949,4,2022-02-04,0,15,0,2
950,1,2022-02-01,1,75,0,3
951,4,2016-12-07,0,9,0,3
952,1,2022-02-28,1,15,0,3
953,1,2021-04-15,0,41,0,1
954,3,2022-02-17,1,13,0,2
955,3,2021-04-25,0,21,0,1
956,4,2022-04-13,0,38,0,3
957,2,2022-04-27,1,12,1,1
958,4,2021-12-22,0,39,0,1
959,1,2019-12-31,1,18,0,3
960,1,2022-01-23,0,32,0,2
961,3,2022-02-28,0,29,0,2
962,2,2022-02-05,0,28,0,3
963,1,2017-08-14,1,41,0,3
964,1,2022-02-12,0,8,0,2
965,4,2022-04-26,0,41,0,3
966,3,2019-02-10,1,29,1,2
967,4,2020-11-12,1,13,0,3
968,4,2022-03-06,1,30,0,2
969,1,2021-06-17,0,29,0,3
970,4,2022-01-04,0,13,0,1
971,3,2022-03-09,0,34,0,1
972,4,2022-02-22,0,46,0,2
973,2,2022-01-17,1,30,0,1
974,2,2019-08-24,0,43,0,1
975,1,2022-04-30,0,17,0,3
976,3,2022-01-11,0,19,0,3
977,1,2022-02-10,1,10,0,1
978,2,2017-08-09,0,18,0,1
979,2,2022-02-12,0,30,0,2
980,1,2022-02-04,1,39,0,3
981,3,2022-01-17,1,15,1,2
982,2,2022-03-31,1,32,0,1
983,3,2022-02-05,1,17,0,2
984,1,2022-03-27,1,13,1,2
985,1,2022-02-27,0,17,0,3
986,1,2022-01-30,0,32,0,1
987,2,2018-12-01,1,28,1,1
988,4,2020-05-02,1,35,0,2
989,4,2016-09-21,1,31,0,1
990,2,2022-04-28,0,35,0,3
991,4,2022-01-06,1,76,1,2
992,2,2022-02-10,0,27,0,2
993,1,2022-03-08,1,28,0,3
994,3,2018-10-14,1,23,0,1
995,4,2022-01-06,0,30,0,2
996,1,2021-02-07,0,21,0,2
997,1,2018-04-07,0,27,0,3
998,3,2022-03-20,0,27,0,2
999,1,2017-12-14,0,33,0,1
1000,3,2022-04-15,1,15,0,2
1001,2,2021-10-07,1,28,0,3
1002,4,2021-01-19,0,12,1,2
1003,2,2022-01-23,0,10,0,3
1004,3,2022-03-27,1,41,0,2
1005,4,2021-07-29,0,47,0,1
1006,3,2019-01-29,0,26,0,2
1007,3,2022-02-25,0,9,0,2
1008,1,2020-09-04,0,17,0,1
1009,4,2017-12-07,1,34,0,1
1010,4,2022-04-26,0,23,0,1
1011,3,2019-07-11,0,27,0,2
1012,1,2021-08-12,0,30,1,1
1013,4,2022-01-16,1,9,0,2
1014,4,2021-05-14,1,47,0,2
1015,2,2020-12-21,1,73,0,2
1016,2,2021-04-26,0,76,0,3
1017,2,2022-02-20,0,46,1,1
1018,1,2016-11-01,0,8,0,3
1019,4,2022-02-02,0,46,0,1
1020,1,2021-02-02,0,47,0,3
1021,4,2022-04-13,1,23,1,3
1022,4,2021-11-25,1,39,0,2
1023,3,2022-03-14,0,13,0,2
1024,3,2022-03-03,0,39,1,1
1025,4,2022-01-13,0,30,0,2
1026,3,2020-11-04,0,30,0,3
1027,2,2021-06-07,0,35,0,3
1028,3,2021-03-29,0,16,0,3
1029,2,2019-09-10,0,42,0,3
1030,2,2022-04-26,1,43,0,2
1031,3,2019-03-11,0,6,0,2
1032,2,2021-03-02,0,47,0,1
1033,4,2018-04-09,0,26,0,3
1034,2,2022-04-28,0,6,1,1
1035,4,2016-08-20,1,36,0,3
1036,4,2022-03-12,0,28,0,1
1037,2,2022-04-17,0,39,0,1
1038,1,2022-03-24,1,32,1,3
1039,1,2022-02-27,1,43,0,2
1040,3,2019-08-25,0,19,0,1
1041,4,2022-04-14,1,26,0,1
1042,4,2018-07-14,1,8,0,3
1043,4,2022-03-08,1,28,0,3
1044,4,2020-12-14,0,8,1,2
1045,3,2022-04-25,1,38,0,1
1046,4,2021-05-26,0,12,0,2
1047,1,2020-05-10,1,18,1,1
1048,2,2022-01-22,1,27,0,1
1049,2,2022-03-11,0,40,0,2
1050,1,2022-03-18,1,25,0,1
1051,4,2020-06-06,0,34,1,2
1052,4,2020-08-21,0,16,0,3
1053,2,2021-08-24,0,14,0,1
1054,1,2022-04-26,0,15,0,3
1055,3,2021-08-22,1,43,0,3
1056,1,2022-04-05,0,15,0,1
1057,4,2022-03-20,1,35,0,2
1058,1,2022-04-17,0,32,0,3
1059,1,2020-12-27,1,28,0,2
1060,3,2022-04-11,0,29,0,1
1061,3,2021-04-05,0,23,0,1
1062,4,2021-02-25,1,33,0,2
1063,4,2022-03-23,1,33,1,3
1064,3,2022-02-12,1,10,0,3
1065,2,2022-01-08,0,37,0,1
1066,1,2022-02-12,1,43,0,1
1067,3,2022-04-03,1,13,0,2
1068,1,2022-03-06,1,42,0,2
1069,1,2021-10-20,0,34,0,3
1070,3,2021-07-22,0,25,0,1
1071,3,2022-02-06,0,12,0,3
1072,2,2020-06-04,0,24,1,2
1073,4,2022-01-04,0,10,0,1
1074,2,2022-04-28,0,31,1,1
1075,1,2022-01-30,1,31,1,3
1076,1,2018-03-20,0,21,1,1
1077,2,2019-10-03,1,19,0,3
1078,4,2022-01-01,0,16,0,1
1079,4,2021-04-03,0,24,1,1
1080,3,2022-02-15,0,19,1,2
1081,4,2022-01-03,0,23,0,2
1082,4,2021-08-19,0,16,1,1
1083,2,2021-03-18,1,14,1,2
1084,2,2021-07-30,1,14,0,1
1085,2,2017-08-22,0,14,0,3
1086,2,2020-03-04,0,33,0,3
1087,4,2022-03-16,1,34,0,1
1088,3,2022-03-15,1,33,1,3
1089,4,2022-01-24,0,8,0,1
1090,4,2022-03-26,1,45,0,3
1091,2,2022-01-23,0,47,0,2
1092,1,2022-04-03,0,24,0,3
1093,3,2021-03-21,0,25,0,3
1094,1,2022-02-11,1,36,0,3
1095,4,2022-03-18,1,13,0,1
1096,1,2022-02-03,1,34,0,2
1097,3,2021-11-02,1,19,0,1
1098,4,2022-01-10,0,32,0,2
1099,1,2021-03-22,0,19,0,3
1100,3,2022-03-15,1,26,0,2
1101,3,2022-03-14,1,35,0,2
1102,4,2022-03-26,0,7,0,2
1103,3,2022-02-27,0,30,0,1
1104,2,2022-02-07,1,32,0,1
1105,1,2022-03-22,0,13,0,2
1106,2,2022-02-14,1,35,0,2
1107,4,2019-11-15,0,33,0,2
1108,2,2021-01-03,0,14,0,1
1109,3,2022-02-06,1,33,0,2
1110,4,2022-01-03,0,46,0,2
1111,2,2022-01-31,0,44,0,1
1112,1,2022-02-25,1,22,0,3
1113,3,2018-03-18,1,28,0,1
1114,3,2022-02-16,0,17,0,2
1115,2,2017-11-21,0,34,0,3
1116,2,2022-02-07,1,34,0,1
1117,1,2022-04-02,0,6,0,3
1118,1,2022-03-29,0,35,1,2
1119,3,2022-01-29,0,33,0,3
1120,4,2022-04-23,0,43,0,2
1121,2,2021-10-31,0,15,0,2
1122,4,2022-04-25,0,36,0,1
1123,3,2022-03-24,1,57,0,2
1124,4,2022-03-29,0,24,0,2
1125,2,2018-02-21,1,18,1,2
1126,3,2019-01-14,0,29,0,1
1127,1,2021-12-04,1,34,0,3
1128,3,2021-09-06,1,47,0,2
1129,1,2022-03-17,1,15,0,3
1130,3,2019-07-18,1,8,0,2
1131,4,2018-02-28,0,21,1,3
1132,1,2021-02-16,1,27,0,1
1133,2,2018-07-15,0,14,0,1
1134,2,2017-06-30,0,12,0,1
1135,3,2022-01-30,1,78,0,3
1136,1,2016-07-29,0,35,0,2
1137,1,2021-12-16,0,27,0,3
1138,1,2021-12-08,1,30,0,1
1139,4,2018-01-13,0,11,0,3
1140,2,2016-12-05,1,46,0,3
1141,1,2020-06-29,0,27,1,3
1142,4,2018-06-16,0,35,0,1
1143,4,2022-02-19,0,13,0,3
1144,2,2019-10-21,0,9,0,3
1145,3,2022-04-21,0,25,0,3
1146,2,2022-01-23,1,26,0,2
1147,3,2018-10-05,0,26,0,2
1148,2,2018-07-10,0,12,0,3
1149,2,2022-01-04,0,64,0,1
1150,3,2018-03-16,1,25,0,2
1151,4,2022-01-13,0,31,1,3
1152,2,2022-03-20,1,11,0,3
1153,3,2022-02-08,1,30,0,1
1154,1,2022-02-25,0,30,0,1
1155,1,2022-04-28,1,13,0,1
1156,4,2022-03-07,0,14,0,2
1157,3,2022-02-04,1,25,1,2
1158,1,2018-11-01,0,19,0,1
1159,2,2022-02-12,0,32,0,1
1160,3,2021-10-20,0,19,0,1
1161,3,2018-08-19,1,47,0,2
1162,3,2022-03-07,0,36,0,2
1163,4,2022-03-19,0,23,0,3
1164,4,2022-04-20,0,25,0,3
1165,4,2022-02-23,0,34,0,2
1166,4,2020-04-15,0,33,0,2
1167,4,2022-01-29,0,24,0,1
1168,3,2022-04-20,0,31,1,2
1169,1,2017-07-12,0,17,0,1
1170,1,2017-04-19,0,32,0,3
1171,4,2021-12-16,1,32,0,1
1172,1,2022-04-14,0,49,0,3
1173,3,2017-03-28,0,30,0,2
1174,2,2019-04-15,1,33,0,3
1175,1,2022-02-09,1,32,1,3
1176,4,2021-03-23,1,12,1,1
1177,1,2022-04-18,0,26,0,1
1178,1,2021-08-28,1,30,0,3
1179,1,2021-10-08,0,32,0,2
1180,1,2021-03-12,1,31,0,3
1181,2,2021-11-24,0,27,0,2
1182,4,2020-06-23,0,30,1,1
1183,1,2022-04-16,0,14,0,1
1184,4,2022-01-11,1,7,0,3
1185,2,2017-11-03,1,16,0,2
1186,2,2022-03-07,1,28,0,1
1187,1,2021-03-07,1,19,0,2
1188,1,2018-08-29,1,31,1,3
1189,4,2022-04-21,0,48,0,1
1190,4,2021-05-03,1,9,0,3
1191,4,2022-01-17,0,9,1,1
1192,2,2021-08-22,1,29,0,3
1193,1,2022-02-21,1,17,0,3
1194,2,2018-09-28,1,33,0,1
1195,2,2022-04-16,1,15,0,2
1196,3,2018-12-12,0,25,0,2
1197,1,2021-07-15,1,18,0,2
1198,1,2022-03-20,1,57,1,3
1199,1,2022-01-18,0,45,0,2
1200,4,2019-06-08,0,37,0,2
1201,4,2022-03-20,1,29,0,2
1202,2,2021-10-16,0,36,1,1
1203,2,2022-01-10,1,18,1,1
1204,1,2021-12-22,0,32,0,3
1205,3,2016-09-10,0,43,0,1
1206,2,2022-03-05,0,35,0,1
1207,3,2021-03-17,1,15,0,1
1208,3,2022-03-17,0,28,1,2
1209,1,2021-11-05,0,32,0,3
1210,3,2022-01-02,0,27,0,1
1211,2,2021-04-05,0,20,1,3
1212,3,2022-01-02,1,27,1,2
1213,3,2019-06-12,0,26,0,2
1214,2,2021-08-31,0,12,0,2
1215,2,2022-04-09,1,26,0,1
1216,4,2018-01-19,1,23,1,2
1217,1,2022-04-27,0,46,0,1
1218,2,2021-11-22,0,9,0,1
1219,4,2019-05-20,0,45,0,2
1220,4,2022-03-05,0,71,0,1
1221,3,2018-07-03,0,9,0,2
1222,3,2021-05-22,0,33,0,2
1223,1,2022-04-18,0,32,0,1
1224,1,2022-03-31,1,46,0,3
1225,3,2021-03-22,0,11,0,1
1226,1,2017-01-25,1,22,0,3
1227,4,2022-01-16,0,28,1,3
1228,4,2016-12-11,0,15,0,1
1229,2,2022-01-01,0,7,0,1
1230,3,2022-02-18,0,31,0,3
1231,2,2022-01-30,0,10,0,2
1232,1,2022-02-06,0,30,0,2
1233,2,2022-04-22,1,18,1,2
1234,1,2020-07-15,1,17,0,1
1235,4,2017-12-23,0,23,0,1
1236,4,2022-02-06,1,28,0,1
1237,4,2022-02-04,0,42,0,3
1238,4,2022-01-03,1,31,0,2
1239,3,2022-02-24,0,6,0,2
1240,2,2022-02-25,1,30,1,1
1241,3,2021-06-24,0,38,0,1
1242,1,2022-02-22,1,66,0,3
1243,3,2018-05-02,0,20,0,2
1244,4,2019-05-02,0,18,1,1
1245,3,2022-04-04,1,13,1,2
1246,1,2022-04-29,0,25,0,2
1247,2,2021-11-28,0,29,0,1
1248,3,2022-01-30,0,44,0,3
1249,3,2022-04-02,0,25,0,2
1250,1,2021-03-16,0,25,0,3
1251,1,2022-04-05,1,29,0,2
1252,2,2017-02-15,1,35,0,3
1253,3,2022-01-05,1,30,0,3
1254,1,2021-06-07,1,19,1,1
1255,3,2018-05-24,1,29,0,2
1256,4,2017-01-11,0,69,0,1
1257,2,2019-05-04,1,73,1,2
1258,4,2021-10-06,0,19,0,3
1259,4,2018-02-24,0,25,0,1
1260,3,2021-08-02,0,39,0,1
1261,1,2017-08-25,0,66,0,2
1262,1,2020-10-19,1,25,0,2
1263,3,2022-01-09,1,22,0,3
1264,3,2021-05-26,1,34,0,1
1265,3,2022-01-21,1,31,0,2
1266,3,2022-02-18,0,21,0,2
1267,2,2017-07-08,0,26,0,3
1268,3,2019-08-17,1,24,0,3
1269,3,2022-01-27,0,8,0,1
1270,3,2022-01-26,0,39,0,2
1271,2,2022-01-09,1,31,0,2
1272,3,2022-03-25,0,34,0,3
1273,4,2022-01-08,0,35,0,1
1274,3,2022-04-27,0,34,1,2
1275,3,2022-03-12,1,23,0,2
1276,1,2022-03-12,0,28,0,3
1277,3,2018-03-25,1,61,0,2
1278,4,2020-12-24,0,23,1,2
1279,1,2022-03-17,0,26,0,3
1280,1,2022-03-16,1,24,0,3
1281,1,2021-01-08,1,21,0,1
1282,1,2022-01-09,1,14,0,2
1283,1,2021-04-08,1,19,0,2
1284,1,2022-03-09,1,19,0,3
1285,3,2022-01-20,0,31,0,2
1286,1,2022-01-26,0,24,0,3
1287,2,2022-01-08,0,12,0,1
1288,4,2019-05-10,0,48,1,2
1289,1,2022-02-09,0,11,1,3
1290,4,2022-01-10,1,27,0,1
1291,4,2017-10-31,0,21,0,2
1292,2,2021-06-10,0,30,0,2
1293,1,2022-01-21,1,16,0,2
1294,4,2022-01-07,0,34,1,3
1295,1,2020-08-19,0,21,0,3
1296,4,2022-02-27,0,40,1,1
1297,4,2021-05-31,0,63,1,2
1298,4,2021-06-08,0,30,0,2
1299,3,2019-05-06,0,14,1,2
1300,2,2020-05-16,1,10,0,2
1301,3,2022-04-12,0,32,1,3
1302,1,2021-05-13,1,38,0,3
1303,4,2020-05-13,0,46,1,2
1304,1,2018-05-14,0,33,0,3
1305,1,2021-07-29,0,6,0,1
1306,1,2020-03-25,1,32,0,2
1307,3,2022-04-14,1,11,1,2
1308,1,2022-01-09,1,26,0,1
1309,4,2022-02-01,1,14,1,2
1310,3,2022-04-21,0,31,1,2
1311,3,2018-01-26,0,15,0,1
1312,1,2018-08-16,1,42,0,2
1313,4,2018-08-17,0,22,0,2
1314,3,2018-07-27,0,28,0,2
1315,2,2022-03-17,1,34,0,1
1316,1,2022-01-12,0,22,0,3
1317,2,2021-10-13,0,30,0,1
1318,1,2022-01-26,1,18,1,2
1319,4,2021-04-12,0,16,0,2
1320,2,2021-04-17,0,12,0,1
1321,3,2022-04-04,0,28,0,3
1322,1,2021-07-11,1,33,0,2
1323,2,2021-07-21,0,26,0,2
1324,1,2019-10-10,1,27,0,3
1325,4,2022-03-20,1,25,1,3
1326,1,2022-02-05,1,15,0,2
1327,1,2019-04-02,1,31,1,3
1328,1,2018-09-29,0,24,0,2
1329,3,2022-03-11,0,29,1,2
1330,4,2022-01-11,0,32,0,3
1331,3,2022-03-02,1,31,0,2
1332,4,2021-07-17,0,33,0,2
1333,3,2022-03-12,1,9,0,2
1334,3,2022-02-15,0,9,1,1
1335,3,2020-02-09,0,10,0,1
1336,3,2022-04-22,1,17,0,3
1337,3,2017-08-27,0,22,0,1
1338,1,2016-11-27,0,7,0,1
1339,4,2022-04-06,0,9,1,2
1340,2,2022-02-07,0,13,0,1
1341,3,2022-03-14,0,12,0,2
1342,1,2022-03-07,1,15,0,3
1343,4,2022-02-24,1,48,0,2
1344,3,2022-03-23,0,20,0,2
1345,4,2016-11-01,0,15,0,2
1346,2,2022-03-26,0,33,0,1
1347,3,2022-01-24,1,48,0,2
1348,4,2016-12-23,0,30,0,3
1349,1,2021-09-28,1,10,1,3
1350,2,2022-02-14,0,45,0,1
1351,1,2021-06-02,0,18,0,3
1352,2,2022-03-08,0,20,0,1
1353,2,2022-04-23,0,6,0,3
1354,2,2022-04-05,0,25,0,1
1355,4,2022-01-16,0,53,0,2
1356,4,2018-05-23,1,7,0,3
1357,3,2017-03-10,0,43,1,2
1358,2,2022-01-25,1,9,1,3
1359,3,2022-03-13,0,43,1,2
1360,2,2018-12-04,0,27,1,1
1361,1,2022-01-12,0,28,0,1
1362,3,2021-05-21,1,45,0,1
1363,4,2021-09-21,0,45,1,3
1364,1,2021-10-30,0,42,0,3
1365,4,2022-01-13,1,27,0,2
1366,2,2022-02-20,0,8,0,1
1367,1,2022-03-11,0,36,0,3
1368,4,2019-05-10,1,11,0,2
1369,2,2022-04-17,1,44,0,1
1370,4,2022-01-07,1,25,0,2
1371,2,2022-04-16,1,28,0,1
1372,4,2021-02-05,1,23,0,1
1373,3,2022-04-28,0,25,1,2
1374,3,2016-09-04,1,34,0,2
1375,3,2022-03-03,0,7,1,2
1376,2,2022-02-14,0,35,0,3
1377,2,2022-04-17,1,34,1,1
1378,1,2022-02-16,1,32,0,3
1379,3,2022-01-31,0,30,1,2
1380,3,2019-05-31,0,39,0,2
1381,2,2020-06-21,0,32,0,3
1382,4,2021-05-09,0,31,0,2
1383,1,2022-01-20,0,29,0,3
1384,2,2022-02-03,1,72,0,1
1385,2,2022-03-20,0,42,0,1
1386,1,2019-06-12,1,8,1,2
1387,1,2021-05-04,1,6,0,3
1388,3,2021-07-24,0,21,0,1
1389,2,2022-03-02,1,17,1,2
1390,3,2021-11-28,0,24,0,3
1391,3,2022-04-25,1,7,0,2
1392,1,2018-06-13,0,6,0,3
1393,3,2022-03-07,1,28,1,3
1394,4,2018-11-29,0,29,0,2
1395,4,2017-09-28,0,45,0,2
1396,2,2022-02-01,0,25,0,1
1397,1,2021-03-18,1,26,0,2
1398,3,2022-03-23,1,12,0,1
1399,3,2016-07-17,0,48,0,2
1400,3,2021-11-05,0,33,1,1
1401,3,2022-02-28,1,26,1,3
1402,2,2022-03-25,0,33,0,3
1403,3,2021-06-07,0,48,0,1
1404,2,2022-04-22,0,47,0,1
1405,2,2016-07-29,1,31,1,3
1406,3,2022-04-04,1,24,0,3
1407,3,2022-02-04,0,18,0,2
1408,1,2022-01-19,0,22,0,1
1409,3,2022-03-04,0,28,0,2
1410,2,2022-04-15,1,30,0,2
1411,4,2016-07-04,0,43,0,3
1412,3,2018-10-14,0,31,0,2
1413,4,2022-03-19,0,30,0,2
1414,1,2022-04-25,0,11,0,2
1415,2,2022-01-14,1,35,0,3
1416,4,2021-01-19,0,9,0,1
1417,1,2022-03-12,0,18,1,2
1418,1,2022-03-25,1,26,0,3
1419,2,2022-03-22,1,21,0,3
1420,3,2016-07-31,0,19,0,1
1421,1,2021-08-17,0,29,0,3
1422,1,2021-01-04,0,22,0,3
1423,4,2022-01-26,0,32,0,3
1424,4,2022-02-18,0,15,0,1
1425,3,2020-05-14,0,32,1,3
1426,2,2021-01-03,0,12,0,2
1427,1,2018-12-20,0,25,0,3
1428,1,2022-01-11,1,8,0,1
1429,2,2018-10-03,0,33,1,3
1430,1,2020-04-04,0,80,0,3
1431,2,2020-05-12,0,33,1,3
1432,4,2022-03-16,0,13,0,3
1433,1,2022-01-06,0,37,0,3
1434,3,2020-04-03,0,44,1,3
1435,1,2022-04-10,1,14,0,3
1436,1,2018-11-15,0,19,0,2
1437,1,2021-12-15,0,8,0,2
1438,3,2022-01-05,1,8,0,2
1439,4,2016-12-31,1,31,0,2
1440,2,2022-03-27,1,37,0,2
1441,3,2020-09-08,1,29,0,2
1442,3,2022-02-06,1,37,0,3
1443,4,2021-07-19,1,8,1,1
